TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2019,7,25,16,19,8X W PENDER ST,Central Business District,492214.4911,5458700.8484
Mischief,2019,5,1,8,0,8XX AVISON WAY,Stanley Park,490531.2051,5460907.1265
Mischief,2019,9,1,15,0,8XX AVISON WAY,Stanley Park,490531.2051,5460907.1265
Mischief,2019,6,23,16,0,8XX BEACH AVE,Central Business District,490406.7049,5458004.272
Mischief,2019,7,6,19,0,8XX BEATTY ST,Central Business District,491627.5204,5458244.668
Mischief,2019,7,7,3,26,8XX BEATTY ST,Central Business District,491634.2755,5458251.3782
Mischief,2019,1,23,5,12,8XX BEATTY ST,Central Business District,491645.2231,5458249.3642
Mischief,2019,3,5,1,22,8XX BEATTY ST,Central Business District,491645.2231,5458249.3642
Mischief,2019,3,23,15,50,8XX BEATTY ST,Central Business District,491645.2231,5458249.3642
Mischief,2019,5,24,10,0,8XX BEATTY ST,Central Business District,491645.2231,5458249.3642
Mischief,2019,11,21,12,49,8XX BEATTY ST,Central Business District,491645.2231,5458249.3642
Mischief,2019,3,8,18,0,8XX BEATTY ST,Central Business District,491701.5163,5458305.2825
Mischief,2019,8,28,6,0,8XX BEATTY ST,Central Business District,491708.1753,5458311.8974
Mischief,2019,5,10,22,0,8XX BIDWELL ST,West End,490229.6715,5459725.665
Mischief,2019,12,10,13,41,8XX BROUGHTON ST,West End,490549.586,5459464.135
Mischief,2019,10,13,3,18,8XX BURRARD ST,Central Business District,490967.8782,5458848.0228
Mischief,2019,4,12,22,0,8XX BURRARD ST,Central Business District,491070.8735,5458950.4669
Mischief,2019,5,7,11,45,8XX BURRARD ST,Central Business District,491070.8735,5458950.4669
Mischief,2019,5,23,16,0,8XX BURRARD ST,Central Business District,491070.8735,5458950.4669
Mischief,2019,11,28,6,45,8XX BURRARD ST,Central Business District,491070.8735,5458950.4669
Mischief,2019,10,8,16,30,8XX BUTE ST,West End,490620.7172,5459122.1326
Mischief,2019,2,18,23,19,8XX BUTE ST,West End,490636.7871,5459125.1321
Mischief,2019,4,2,11,56,8XX BUTE ST,West End,490636.7871,5459125.1321
Mischief,2019,4,7,4,31,8XX BUTE ST,West End,490636.7871,5459125.1321
Mischief,2019,8,15,17,40,8XX BUTE ST,West End,490638.6506,5459126.968
Mischief,2019,6,1,7,0,8XX CAMBIE ST,Central Business District,491640.4676,5458385.8864
Mischief,2019,7,29,22,14,8XX CAMBIE ST,Central Business District,491640.4676,5458385.8864
Mischief,2019,1,4,17,30,8XX CAMPBELL AVE,Strathcona,493824.8753,5458292.0647
Mischief,2019,1,27,12,0,8XX CHARLESON AVE,Fairview,491067.2778,5457048.8127
Mischief,2019,6,12,9,30,8XX DAVIE ST,Central Business District,490724.3979,5458363.6936
Mischief,2019,9,30,19,0,8XX DAVIE ST,Central Business District,490745.2865,5458355.9793
Mischief,2019,3,3,21,4,8XX DENMAN ST,West End,490074.481,5459785.5617
Mischief,2019,5,15,18,0,8XX DENMAN ST,West End,490074.481,5459785.5617
Mischief,2019,10,24,19,15,8XX DENMAN ST,West End,490074.481,5459785.5617
Mischief,2019,9,12,14,30,8XX DENMAN ST,West End,490118.8265,5459843.7528
Mischief,2019,12,26,8,40,8XX DRAKE ST,Central Business District,490587.1307,5458268.33
Mischief,2019,6,22,21,51,8XX DRAKE ST,Central Business District,490628.2456,5458227.8681
Mischief,2019,10,20,2,30,8XX DUNLEVY AVE,Strathcona,493055.2732,5458304.3051
Mischief,2019,12,3,10,59,8XX DUNSMUIR ST,Central Business District,491409.9904,5459124.1886
Mischief,2019,5,12,2,51,8XX E 18TH AVE,Kensington-Cedar Cottage,493667.0615,5455764.3475
Mischief,2019,9,26,19,47,8XX E 20TH AVE,Kensington-Cedar Cottage,493629.7064,5455554.4928
Mischief,2019,10,31,17,0,8XX E 21ST AVE,Kensington-Cedar Cottage,493667.4212,5455453.5299
Mischief,2019,2,24,17,0,8XX E 27TH AVE,Kensington-Cedar Cottage,493612.6235,5454867.6289
Mischief,2019,2,23,2,4,8XX E 31ST AVE,Kensington-Cedar Cottage,493610.1854,5454419.7225
Mischief,2019,1,29,5,25,8XX E 32ND AVE,Kensington-Cedar Cottage,493687.1528,5454331.4334
Mischief,2019,9,1,0,5,8XX E 33RD AVE,Kensington-Cedar Cottage,493722.3038,5454174.8812
Mischief,2019,3,8,16,27,8XX E 38TH AVE,Kensington-Cedar Cottage,493685.1502,5453651.2603
Mischief,2019,9,3,18,0,8XX E 59TH AVE,Sunset,493605.8376,5451522.6245
Mischief,2019,7,6,13,38,8XX E 62ND AVE,Sunset,493670.0688,5451237.937
Mischief,2019,7,21,14,0,8XX E 64TH AVE,Sunset,493586.1746,5451021.4562
Mischief,2019,1,1,11,55,8XX E 6TH AVE,Mount Pleasant,493665.0963,5456946.149
Mischief,2019,8,17,20,15,8XX E 6TH AVE,Mount Pleasant,493665.0963,5456946.149
Mischief,2019,12,8,17,57,8XX E 6TH AVE,Mount Pleasant,493667.8929,5456936.9932
Mischief,2019,4,21,6,30,8XX E 7TH AVE,Mount Pleasant,493664.0175,5456838.2578
Mischief,2019,3,17,15,0,8XX E BROADWAY AVE,Mount Pleasant,493660.73,5456642.1689
Mischief,2019,4,5,14,30,8XX E CORDOVA ST,Strathcona,493684.8568,5458809.1813
Mischief,2019,2,6,16,45,8XX E CORDOVA ST,Strathcona,493785.1776,5458806.4077
Mischief,2019,2,1,17,0,8XX E PENDER ST,Strathcona,493662.0056,5458599.2467
Mischief,2019,3,15,12,42,8XX E PENDER ST,Strathcona,493662.0056,5458599.2467
Mischief,2019,2,1,19,0,8XX E PENDER ST,Strathcona,493704.5883,5458597.8122
Mischief,2019,4,20,21,0,8XX E PENDER ST,Strathcona,493717.9985,5458606.5097
Mischief,2019,7,26,5,32,8XX EXPO BLVD,Central Business District,491690.4838,5458169.0517
Mischief,2019,12,17,21,2,8XX GRANVILLE ST,Central Business District,491175.5456,5458637.1794
Mischief,2019,3,23,23,55,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Mischief,2019,8,14,14,1,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Mischief,2019,3,1,23,50,8XX GRANVILLE ST,Central Business District,491190.9813,5458652.7295
Mischief,2019,5,25,22,8,8XX GRANVILLE ST,Central Business District,491210.7016,5458659.6167
Mischief,2019,12,31,17,0,8XX GRANVILLE ST,Central Business District,491239.4934,5458701.6024
Mischief,2019,5,31,14,0,8XX GRANVILLE ST,Central Business District,491250.5189,5458712.7099
Mischief,2019,4,16,16,37,8XX GRANVILLE ST,Central Business District,491257.1342,5458719.3744
Mischief,2019,5,31,4,52,8XX GRANVILLE ST,Central Business District,491257.1342,5458719.3744
Mischief,2019,6,27,21,38,8XX GRANVILLE ST,Central Business District,491257.1342,5458719.3744
Mischief,2019,8,30,0,30,8XX GRANVILLE ST,Central Business District,491257.1342,5458719.3744
Mischief,2019,3,31,4,28,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Mischief,2019,5,18,17,30,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Mischief,2019,6,10,20,37,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Mischief,2019,10,20,1,0,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Mischief,2019,10,30,23,45,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Mischief,2019,8,23,23,21,8XX GREAT NORTHERN WAY,Mount Pleasant,493705.2119,5457048.2575
Mischief,2019,5,30,17,26,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Mischief,2019,7,3,21,44,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Mischief,2019,4,8,16,0,8XX HAMILTON ST,Central Business District,491487.8549,5458385.783
Mischief,2019,8,5,11,30,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4003
Mischief,2019,8,14,18,0,8XX HAMILTON ST,Central Business District,491538.6576,5458438.3014
Mischief,2019,8,12,10,19,8XX HAMILTON ST,Central Business District,491566.2548,5458453.6788
Mischief,2019,10,27,21,30,8XX HAMILTON ST,Central Business District,491566.2548,5458453.6788
Mischief,2019,3,17,0,0,8XX HEATLEY AVE,Strathcona,493479.7433,5458285.9532
Mischief,2019,3,9,16,44,8XX HELMCKEN ST,Central Business District,490856.2434,5458462.2683
Mischief,2019,4,25,14,31,8XX HELMCKEN ST,Central Business District,490858.1281,5458473.1845
Mischief,2019,5,12,1,0,8XX HELMCKEN ST,Central Business District,490858.1281,5458473.1845
Mischief,2019,1,27,19,30,8XX HOMER ST,Central Business District,491465.9394,5458504.1459
Mischief,2019,12,27,1,42,8XX HOMER ST,Central Business District,491473.3602,5458498.6413
Mischief,2019,1,23,11,45,8XX HOMER ST,Central Business District,491496.4147,5458521.8616
Mischief,2019,3,1,21,11,8XX HOMER ST,Central Business District,491496.4147,5458521.8616
Mischief,2019,3,19,1,0,8XX HOMER ST,Central Business District,491496.4147,5458521.8616
Mischief,2019,7,15,11,0,8XX HORNBY ST,Central Business District,491085.8858,5458830.9498
Mischief,2019,10,17,23,0,8XX HORNBY ST,Central Business District,491088.0434,5458833.1299
Mischief,2019,4,7,9,0,8XX HORNBY ST,Central Business District,491144.3589,5458877.0343
Mischief,2019,4,28,4,0,8XX HORNBY ST,Central Business District,491144.3589,5458877.0343
Mischief,2019,7,21,18,10,8XX HORNBY ST,Central Business District,491144.3589,5458877.0343
Mischief,2019,7,24,16,45,8XX HORNBY ST,Central Business District,491144.3589,5458877.0343
Mischief,2019,8,3,13,29,8XX HORNBY ST,Central Business District,491144.3589,5458877.0343
Mischief,2019,12,15,8,30,8XX HORNBY ST,Central Business District,491144.3589,5458877.0343
Mischief,2019,2,9,13,0,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2019,2,18,12,44,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2019,3,22,8,18,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2019,5,4,22,22,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2019,5,20,5,59,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2019,5,31,2,0,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2019,6,10,4,0,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2019,12,26,7,14,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Mischief,2019,9,21,13,0,8XX HOWE ST,Central Business District,491178.9654,5458775.863
Mischief,2019,11,6,23,0,8XX HOWE ST,Central Business District,491179.9621,5458776.8478
Mischief,2019,6,10,14,45,8XX HOWE ST,Central Business District,491211.1982,5458807.691
Mischief,2019,7,22,9,5,8XX HOWE ST,Central Business District,491211.1982,5458807.691
Mischief,2019,10,28,8,45,8XX HOWE ST,Central Business District,491211.1982,5458807.691
Mischief,2019,2,12,12,0,8XX JACKSON AVE,Strathcona,493197.2167,5458310.5872
Mischief,2019,5,6,9,24,8XX JACKSON AVE,Strathcona,493197.2167,5458310.5872
Mischief,2019,11,15,22,0,8XX JACKSON AVE,Strathcona,493197.2167,5458310.5872
Mischief,2019,3,14,5,43,8XX KEEFER ST,Strathcona,493659.8327,5458498.5091
Mischief,2019,1,30,12,0,8XX KINGSWAY AVE,Kensington-Cedar Cottage,493749.3434,5455786.9957
Mischief,2019,2,19,1,0,8XX KINGSWAY AVE,Kensington-Cedar Cottage,493749.3434,5455786.9957
Mischief,2019,7,14,15,0,8XX LAGOON DR,West End,489931.0551,5460083.3221
Mischief,2019,10,27,20,0,8XX LAKEWOOD DR,Grandview-Woodland,495504.0492,5458258.0623
Mischief,2019,3,31,19,31,8XX MAIN ST,Strathcona,492750.3086,5458315.6345
Mischief,2019,6,13,21,10,8XX MAIN ST,Strathcona,492750.3086,5458315.6345
Mischief,2019,6,15,22,0,8XX MAIN ST,Strathcona,492750.3086,5458315.6345
Mischief,2019,8,2,10,56,8XX MAIN ST,Strathcona,492750.3086,5458315.6345
Mischief,2019,8,28,21,28,8XX MAIN ST,Strathcona,492750.3086,5458315.6345
Mischief,2019,9,25,10,0,8XX MAIN ST,Strathcona,492750.3086,5458315.6345
Mischief,2019,7,9,9,45,8XX NELSON ST,Central Business District,490967.7972,5458584.3761
Mischief,2019,12,22,0,59,8XX NELSON ST,Central Business District,490967.7972,5458584.3761
Mischief,2019,4,29,0,0,8XX POWELL ST,Strathcona,493697.7205,5458908.7809
Mischief,2019,9,16,12,0,8XX POWELL ST,Strathcona,493697.7205,5458908.7809
Mischief,2019,9,20,17,0,8XX POWELL ST,Strathcona,493697.7205,5458908.7809
Mischief,2019,10,19,13,0,8XX POWELL ST,Strathcona,493697.7205,5458908.7809
Mischief,2019,10,1,4,31,8XX POWELL ST,Strathcona,493715.3729,5458907.895
Mischief,2019,10,8,15,44,8XX POWELL ST,Strathcona,493845.7348,5458899.5356
Mischief,2019,7,3,21,14,8XX PRINCESS AVE,Strathcona,493328.5007,5458267.3403
Mischief,2019,9,24,21,0,8XX PRIOR ST,Strathcona,493654.528,5458197.3296
Mischief,2019,11,2,22,0,8XX PRIOR ST,Strathcona,493654.528,5458197.3296
Mischief,2019,9,16,10,52,8XX PRIOR ST,Strathcona,493702.0533,5458204.8801
Mischief,2019,4,1,7,15,8XX RICHARDS ST,Central Business District,491359.418,5458527.1732
Mischief,2019,8,13,12,52,8XX RICHARDS ST,Central Business District,491390.0339,5458570.9032
Mischief,2019,2,18,13,16,8XX RICHARDS ST,Central Business District,491426.824,5458594.9118
Mischief,2019,7,18,5,42,8XX ROBSON ST,Central Business District,491204.8396,5458814.6891
Mischief,2019,1,19,21,0,8XX SEMLIN DR,Grandview-Woodland,495373.2308,5458220.1337
Mischief,2019,1,10,9,0,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.9014
Mischief,2019,9,4,21,30,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.9014
Mischief,2019,9,20,15,0,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.9014
Mischief,2019,12,3,8,0,8XX SEYMOUR ST,Central Business District,491248.8038,5458550.9014
Mischief,2019,2,15,15,0,8XX SEYMOUR ST,Central Business District,491305.5679,5458621.4473
Mischief,2019,2,15,14,15,8XX SEYMOUR ST,Central Business District,491316.8667,5458632.8979
Mischief,2019,8,17,5,30,8XX SEYMOUR ST,Central Business District,491316.8667,5458632.8979
Mischief,2019,7,28,20,0,8XX SEYMOUR ST,Central Business District,491357.176,5458660.7295
Mischief,2019,5,24,10,15,8XX SMITHE ST,Central Business District,491089.957,5458698.2236
Mischief,2019,10,17,10,0,8XX TERMINAL AVE,Strathcona,493866.7122,5457463.8013
Mischief,2019,2,5,21,30,8XX THURLOW ST,West End,490912.9139,5459100.5254
Mischief,2019,7,25,22,0,8XX THURLOW ST,West End,490922.4897,5459097.196
Mischief,2019,3,13,10,0,8XX UNION ST,Strathcona,493671.613,5458296.3469
Mischief,2019,1,30,11,3,8XX VICTORIA DR,Grandview-Woodland,495231.8506,5458241.9097
Mischief,2019,3,6,15,42,8XX W 10TH AVE,Fairview,491025.1131,5456636.3662
Mischief,2019,9,15,18,1,8XX W 12TH AVE,Fairview,490964.0951,5456434.471
Mischief,2019,6,17,6,40,8XX W 12TH AVE,Fairview,490967.24,5456434.3721
Mischief,2019,1,24,2,34,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Mischief,2019,2,12,7,45,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Mischief,2019,7,6,18,30,8XX W 12TH AVE,Fairview,491039.3621,5456422.9689
Mischief,2019,6,14,23,0,8XX W 13TH AVE,Fairview,491027.0248,5456315.3292
Mischief,2019,8,25,20,0,8XX W 14TH AVE,Fairview,491056.8525,5456221.241
Mischief,2019,11,29,22,0,8XX W 15TH AVE,Fairview,491011.9549,5456122.1657
Mischief,2019,2,28,12,45,8XX W 15TH AVE,Fairview,491113.7929,5456109.9813
Mischief,2019,7,9,7,50,8XX W 16TH AVE,Fairview,491021.4666,5456043.5615
Mischief,2019,1,21,13,43,8XX W 18TH AVE,South Cambie,491010.316,5455843.944
Mischief,2019,11,21,10,30,8XX W 18TH AVE,South Cambie,491055.6268,5455842.6001
Mischief,2019,11,6,11,27,8XX W 20TH AVE,South Cambie,491068.691,5455642.8625
Mischief,2019,8,8,22,0,8XX W 33RD AVE,South Cambie,490990.6131,5454290.9576
Mischief,2019,9,13,17,5,8XX W 37TH AVE,South Cambie,490841.2351,5453878.9829
Mischief,2019,8,17,11,18,8XX W 41ST AVE,South Cambie,490955.8196,5453466.8788
Mischief,2019,12,6,20,0,8XX W 62ND AVE,Marpole,490862.9898,5451331.1941
Mischief,2019,1,22,17,0,8XX W 64TH AVE,Marpole,490894.9189,5451136.4029
Mischief,2019,1,2,7,8,8XX W 64TH AVE,Marpole,490964.5401,5451126.0698
Mischief,2019,10,9,20,0,8XX W 67TH AVE,Marpole,490928.1593,5450885.1886
Mischief,2019,12,31,6,47,8XX W 6TH AVE,Fairview,491105.6387,5457020.8465
Mischief,2019,1,10,23,0,8XX W 6TH AVE,Fairview,491133.5741,5457020.3086
Mischief,2019,1,14,23,0,8XX W 6TH AVE,Fairview,491133.5741,5457020.3086
Mischief,2019,2,6,11,0,8XX W 71ST AVE,Marpole,490744.6181,5450456.2627
Mischief,2019,8,8,14,0,8XX W 8TH AVE,Fairview,490992.3485,5456838.0942
Mischief,2019,12,7,21,30,8XX W 8TH AVE,Fairview,491045.6082,5456845.1763
Mischief,2019,4,9,13,0,8XX W 8TH AVE,Fairview,491094.6845,5456843.27
Mischief,2019,5,19,15,0,8XX W BROADWAY AVE,Fairview,491026.6406,5456743.7327
Mischief,2019,8,26,23,26,8XX W BROADWAY AVE,Fairview,491026.6406,5456743.7327
Mischief,2019,12,1,6,0,8XX W BROADWAY AVE,Fairview,491026.6406,5456743.7327
Mischief,2019,2,15,6,0,8XX W BROADWAY AVE,Fairview,491122.1739,5456740.4123
Mischief,2019,9,17,7,32,8XX W CORDOVA ST,Central Business District,491711.8384,5459324.8971
Mischief,2019,10,9,18,0,8XX W CORDOVA ST,Central Business District,491711.8384,5459324.8971
Mischief,2019,2,3,15,18,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2019,5,15,0,0,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2019,6,10,9,19,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2019,8,15,1,0,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2019,9,13,19,0,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2019,10,11,3,5,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2019,8,16,9,0,8XX W GEORGIA ST,Central Business District,491334.185,5458944.5383
Mischief,2019,3,27,23,38,8XX W HASTINGS ST,Central Business District,491624.1082,5459282.7766
Mischief,2019,8,31,13,30,8XX W HASTINGS ST,Central Business District,491624.1082,5459282.7766
Mischief,2019,8,19,16,56,8XX W HASTINGS ST,Central Business District,491641.9795,5459251.9436
Mischief,2019,9,19,23,0,8XX W KING EDWARD AVE,South Cambie,490936.8571,5455177.9196
Mischief,2019,1,14,7,40,8XX W PENDER ST,Central Business District,491504.9518,5459237.1244
Mischief,2019,1,13,18,30,8XX W PENDER ST,Central Business District,491568.4396,5459176.2498
Mischief,2019,10,1,23,0,8XX WINDERMERE ST,Hastings-Sunrise,497358.5405,5458261.1729
Mischief,2019,2,2,15,0,8XX WINDERMERE ST,Hastings-Sunrise,497368.8734,5458296.2487
Mischief,2019,8,1,15,30,8XX WINDERMERE ST,Hastings-Sunrise,497368.8734,5458296.2487
Mischief,2019,8,3,20,0,8XX WINDERMERE ST,Hastings-Sunrise,497368.8734,5458296.2487
Mischief,2019,2,5,8,32,9X ALEXANDER ST,Central Business District,492557.3209,5459000.8065
Mischief,2019,2,11,11,7,9X E 11TH AVE,Mount Pleasant,492485.003,5456487.2226
Mischief,2019,8,17,0,39,9X E 2ND AVE,Mount Pleasant,492518.3892,5457399.3321
Mischief,2019,2,20,11,37,9X E 32ND AVE,Riley Park,492482.4041,5454370.1369
Mischief,2019,6,3,16,3,9X E 7TH AVE,Mount Pleasant,492507.1629,5456884.6489
Mischief,2019,9,3,4,25,9X KEEFER PL,Central Business District,492176.2531,5458550.3449
Mischief,2019,6,25,7,38,9X KEEFER PL,Central Business District,492178.5267,5458559.2018
Mischief,2019,3,8,8,10,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Mischief,2019,7,29,4,58,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Mischief,2019,10,16,0,16,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Mischief,2019,8,5,2,33,9X TROUNCE ALLY,Central Business District,492251.9416,5458969.4422
Mischief,2019,9,3,19,30,9X W 48TH AVE,Oakridge,492123.1239,5452669.7969
Mischief,2019,10,23,16,0,9X W PENDER ST,Central Business District,492183.8782,5458709.2725
Mischief,2019,3,20,23,42,9X WATER ST,Central Business District,492273.8306,5459012.7604
Mischief,2019,12,28,9,0,9XX BEACH AVE,Central Business District,490276.5614,5458134.5981
Mischief,2019,11,10,6,56,9XX BEACH AVE,Central Business District,490329.7731,5458082.3722
Mischief,2019,6,4,17,0,9XX BEATTY ST,Central Business District,491563.8351,5458168.5555
Mischief,2019,12,16,22,42,9XX BOUNDARY RD,Hastings-Sunrise,498276.1887,5458217.9477
Mischief,2019,12,24,14,25,9XX BROUGHTON ST,West End,490327.1907,5459236.165
Mischief,2019,4,23,3,48,9XX BURRARD ST,Central Business District,490850.7958,5458733.9944
Mischief,2019,5,2,22,30,9XX BURRARD ST,Central Business District,490908.075,5458789.9723
Mischief,2019,12,28,21,0,9XX BURRARD ST,Central Business District,490908.075,5458789.9723
Mischief,2019,12,31,0,0,9XX BURRARD ST,Central Business District,490908.075,5458789.9723
Mischief,2019,12,31,20,26,9XX BURRARD ST,Central Business District,490908.075,5458789.9723
Mischief,2019,11,1,21,45,9XX BURRARD ST,West End,490938.7233,5458832.2216
Mischief,2019,2,9,17,0,9XX BURRARD ST,Central Business District,490952.9374,5458833.2026
Mischief,2019,2,20,18,0,9XX BURRARD ST,Central Business District,490952.9374,5458833.2026
Mischief,2019,5,6,19,53,9XX BURRARD ST,Central Business District,490952.9374,5458833.2026
Mischief,2019,7,19,7,52,9XX BURRARD ST,Central Business District,490952.9374,5458833.2026
Mischief,2019,9,11,18,19,9XX BURRARD ST,Central Business District,490952.9374,5458833.2026
Mischief,2019,11,4,13,0,9XX BURRARD ST,Central Business District,490952.9374,5458833.2026
